ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
202.179.184.42,5430,,,"[ProtocolDataType(type=socks4, port=5430, tls=true, autoRead=[false])]",,true,"TDS JMB",Indonesia,ID,-1.5985000133514404,103.61959838867188,AS38750,"PerformanceConnectData(aws_NA=EndpointServerData(ping=796, connections=ConnectionAttempts(success=117, fail=3079), uptime=3.0%, visibleIp=null), ora_UK=EndpointServerData(ping=682, connections=ConnectionAttempts(success=34, fail=3167), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=474, connections=ConnectionAttempts(success=128, fail=3085), uptime=3.0%, visibleIp=null), ms_HK=EndpointServerData(ping=403, connections=ConnectionAttempts(success=99, fail=3074), uptime=3.0%, visibleIp=null))",,"2023-04-15 02:01:26.0","2023-04-15 02:41:23.0",,,
202.180.20.10,55443,,,"[ProtocolDataType(type=https, port=55443, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=55443, tls=true, autoRead=[false])]",,true,"Hipernet Indodata PT",Indonesia,ID,-6.9217000007629395,107.60710144042969,AS38758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1977, connections=ConnectionAttempts(success=508, fail=3497), uptime=12.0%, visibleIp=202.180.20.10), ora_UK=EndpointServerData(ping=3159, connections=ConnectionAttempts(success=131, fail=3846), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=10252, connections=ConnectionAttempts(success=478, fail=3492), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3816, connections=ConnectionAttempts(success=519, fail=3454), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:42:03.0","2023-04-15 02:42:03.0",,,
202.180.20.11,55443,,,"[ProtocolDataType(type=http, port=55443, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=55443, tls=true, autoRead=[false])]",,true,"Hipernet Indodata PT",Indonesia,ID,-6.9217000007629395,107.60710144042969,AS38758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2978, connections=ConnectionAttempts(success=505, fail=3438), uptime=12.0%, visibleIp=202.180.20.11), ora_UK=EndpointServerData(ping=2050, connections=ConnectionAttempts(success=170, fail=3825), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1437, connections=ConnectionAttempts(success=540, fail=3412), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1222, connections=ConnectionAttempts(success=560, fail=3409), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:20:09.0","2023-04-15 02:48:01.0",,,
202.180.20.114,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"Hipernet Indodata PT",Indonesia,ID,-6.9217000007629395,107.60710144042969,AS38758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=865, connections=ConnectionAttempts(success=488, fail=2740), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=790, connections=ConnectionAttempts(success=85, fail=3140), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=565, connections=ConnectionAttempts(success=492, fail=2745), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=506, connections=ConnectionAttempts(success=441, fail=2782), uptime=13.0%, visibleIp=202.180.20.114))",,"2023-04-15 02:07:18.0","2023-04-15 02:34:14.0",,,
202.180.23.42,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Hipernet Indodata PT",Indonesia,ID,-6.9217000007629395,107.60710144042969,AS38758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1131, connections=ConnectionAttempts(success=397, fail=2819), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=956, connections=ConnectionAttempts(success=116, fail=3105), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=969, connections=ConnectionAttempts(success=460, fail=2760), uptime=14.0%, visibleIp=202.180.23.42), ms_HK=EndpointServerData(ping=697, connections=ConnectionAttempts(success=442, fail=2769), uptime=13.0%, visibleIp=202.180.23.42))",,"2023-04-15 02:49:48.0","2023-04-15 02:49:48.0",,,
202.182.55.46,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=null)]",,false,"PT Remala Abadi",Indonesia,ID,-6.249499797821045,106.86399841308594,AS38511,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2725, connections=ConnectionAttempts(success=12, fail=212), uptime=5.0%, visibleIp=202.182.55.50), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=227), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=8914, connections=ConnectionAttempts(success=15, fail=240), uptime=5.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2482, connections=ConnectionAttempts(success=16, fail=217), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:15:19.0","2023-04-15 02:33:00.0",,,
203.17.65.47,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=false, autoRead=null)]",,true,"M/S FNF Online",Bangladesh,BD,23.773099899291992,90.3656997680664,AS63996,"PerformanceConnectData(aws_NA=EndpointServerData(ping=867, connections=ConnectionAttempts(success=212, fail=2151), uptime=8.0%, visibleIp=45.120.114.168), ora_UK=EndpointServerData(ping=778, connections=ConnectionAttempts(success=49, fail=2292), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=646, connections=ConnectionAttempts(success=238, fail=2112), uptime=10.0%, visibleIp=null), ms_HK=EndpointServerData(ping=520, connections=ConnectionAttempts(success=245, fail=2137), uptime=10.0%, visibleIp=null))",,"2023-04-15 02:18:53.0","2023-04-15 02:20:20.0",,,
203.18.23.118,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,false,"Making the Network for You Pty Ltd",Australia,AU,-33.49399948120117,143.2104034423828,AS7600,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5352, connections=ConnectionAttempts(success=34, fail=222), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=249), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2053, connections=ConnectionAttempts(success=35, fail=210), uptime=14.0%, visibleIp=203.18.23.118), ms_HK=EndpointServerData(ping=9426, connections=ConnectionAttempts(success=37, fail=197), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:39:25.0","2023-04-15 02:48:16.0",,,
203.24.49.4,8989,,,"[ProtocolDataType(type=https, port=8989, tls=false, autoRead=null)]",,true,"Armadillo interNET",Australia,AU,-33.871498107910156,151.2006072998047,AS7545,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1421, connections=ConnectionAttempts(success=135, fail=746), uptime=15.0%, visibleIp=203.24.49.4), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=885), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3041, connections=ConnectionAttempts(success=115, fail=744), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=10177, connections=ConnectionAttempts(success=97, fail=796), uptime=10.0%, visibleIp=null))",,"2023-04-15 02:44:03.0","2023-04-15 02:44:03.0",,,
203.30.236.190,6565,,,"[ProtocolDataType(type=https, port=6565, tls=false, autoRead=null)]",,true,"Gmedia ID Yogyakarta",Indonesia,ID,-7.803500175476074,110.3646011352539,AS55666,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6426, connections=ConnectionAttempts(success=160, fail=731), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=930), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1904, connections=ConnectionAttempts(success=180, fail=734), uptime=19.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2654, connections=ConnectionAttempts(success=190, fail=736), uptime=20.0%, visibleIp=36.73.92.170))",,"2023-04-15 02:20:46.0","2023-04-15 02:32:47.0",,,
203.76.103.62,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Corporate Subscriber",Bangladesh,BD,23.790800094604492,90.41089630126953,AS23688,"PerformanceConnectData(aws_NA=EndpointServerData(ping=902, connections=ConnectionAttempts(success=111, fail=3111), uptime=3.0%, visibleIp=null), ora_UK=EndpointServerData(ping=768, connections=ConnectionAttempts(success=23, fail=3195), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=632, connections=ConnectionAttempts(success=145, fail=3079), uptime=4.0%, visibleIp=null), ms_HK=EndpointServerData(ping=495, connections=ConnectionAttempts(success=136, fail=3084), uptime=4.0%, visibleIp=203.76.103.57))",,"2023-04-15 02:17:42.0","2023-04-15 02:38:37.0",,,
203.76.103.117,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Corporate Subscriber",Bangladesh,BD,23.790800094604492,90.41089630126953,AS23688,"PerformanceConnectData(aws_NA=EndpointServerData(ping=922, connections=ConnectionAttempts(success=131, fail=3091), uptime=4.0%, visibleIp=null), ora_UK=EndpointServerData(ping=772, connections=ConnectionAttempts(success=39, fail=3168), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=656, connections=ConnectionAttempts(success=144, fail=3085), uptime=4.0%, visibleIp=null), ms_HK=EndpointServerData(ping=506, connections=ConnectionAttempts(success=144, fail=3092), uptime=4.0%, visibleIp=203.76.103.57))",,"2023-04-15 02:46:48.0","2023-04-15 02:46:48.0",,,
203.76.112.68,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Corporate Subscriber",Bangladesh,BD,23.701799392700195,90.37419891357422,AS23688,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1162, connections=ConnectionAttempts(success=689, fail=2533), uptime=21.0%, visibleIp=null), ora_UK=EndpointServerData(ping=803, connections=ConnectionAttempts(success=166, fail=3054), uptime=5.0%, visibleIp=null), ora_JP=EndpointServerData(ping=944, connections=ConnectionAttempts(success=804, fail=2426), uptime=24.0%, visibleIp=203.76.112.68), ms_HK=EndpointServerData(ping=520, connections=ConnectionAttempts(success=666, fail=2568), uptime=20.0%, visibleIp=null))",,"2023-04-15 02:38:15.0","2023-04-15 02:43:23.0",,,
203.76.121.237,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Corporate Subscriber",Bangladesh,BD,23.701799392700195,90.37419891357422,AS23688,"PerformanceConnectData(aws_NA=EndpointServerData(ping=894, connections=ConnectionAttempts(success=136, fail=3058), uptime=4.0%, visibleIp=203.76.103.57), ora_UK=EndpointServerData(ping=795, connections=ConnectionAttempts(success=31, fail=3194), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=641, connections=ConnectionAttempts(success=134, fail=3086), uptime=4.0%, visibleIp=null), ms_HK=EndpointServerData(ping=508, connections=ConnectionAttempts(success=120, fail=3089), uptime=3.0%, visibleIp=null))",,"2023-04-15 02:19:51.0","2023-04-15 02:49:54.0",,,
203.77.240.75,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=false, autoRead=null)]",,true,Centralonline,Indonesia,ID,-6.235199928283691,106.99220275878906,AS9228,"PerformanceConnectData(aws_NA=EndpointServerData(ping=997, connections=ConnectionAttempts(success=76, fail=519), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=591), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1480, connections=ConnectionAttempts(success=90, fail=509), uptime=15.0%, visibleIp=203.77.240.75), ms_HK=EndpointServerData(ping=495, connections=ConnectionAttempts(success=91, fail=505), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:06:52.0","2023-04-15 02:37:47.0",,,
203.89.29.41,6060,,,"[ProtocolDataType(type=https, port=6060, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=6060, tls=false, autoRead=[false])]",,true,"PT. DATA Utama Dinamika",Indonesia,ID,-6.224400043487549,106.97260284423828,AS24521,"PerformanceConnectData(aws_NA=EndpointServerData(ping=908, connections=ConnectionAttempts(success=506, fail=2136), uptime=19.0%, visibleIp=203.89.29.41), ora_UK=EndpointServerData(ping=5282, connections=ConnectionAttempts(success=124, fail=2497), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3758, connections=ConnectionAttempts(success=499, fail=2107), uptime=19.0%, visibleIp=203.89.29.41), ms_HK=EndpointServerData(ping=2005, connections=ConnectionAttempts(success=464, fail=2173), uptime=17.0%, visibleIp=203.89.29.41))",,"2023-04-15 02:38:09.0","2023-04-15 02:38:09.0",,,
203.89.29.52,6060,,,"[ProtocolDataType(type=http, port=6060, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=6060, tls=false, autoRead=[false])]",,true,"PT. DATA Utama Dinamika",Indonesia,ID,-6.224400043487549,106.97260284423828,AS24521,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5161, connections=ConnectionAttempts(success=561, fail=2036), uptime=21.0%, visibleIp=null), ora_UK=EndpointServerData(ping=808, connections=ConnectionAttempts(success=96, fail=2486), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3607, connections=ConnectionAttempts(success=545, fail=2044), uptime=21.0%, visibleIp=null), ms_HK=EndpointServerData(ping=6621, connections=ConnectionAttempts(success=537, fail=2073), uptime=20.0%, visibleIp=null))",,"2023-04-15 02:26:19.0","2023-04-15 02:47:04.0",,,
203.89.29.53,6060,,,"[ProtocolDataType(type=https, port=6060, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=6060, tls=true, autoRead=[true])]",,true,"PT. DATA Utama Dinamika",Indonesia,ID,-6.224400043487549,106.97260284423828,AS24521,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1647, connections=ConnectionAttempts(success=291, fail=2304), uptime=11.0%, visibleIp=null), ora_UK=EndpointServerData(ping=904, connections=ConnectionAttempts(success=59, fail=2559), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4088, connections=ConnectionAttempts(success=284, fail=2304), uptime=10.0%, visibleIp=null), ms_HK=EndpointServerData(ping=6477, connections=ConnectionAttempts(success=290, fail=2339), uptime=11.0%, visibleIp=null))",,"2023-04-15 02:01:55.0","2023-04-15 02:31:55.0",,,
203.89.29.86,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,false,"PT. DATA Utama Dinamika",Indonesia,ID,-6.235400199890137,106.96179962158203,AS24521,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3545, connections=ConnectionAttempts(success=272, fail=1483), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1783), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1721, connections=ConnectionAttempts(success=274, fail=1473), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1738, connections=ConnectionAttempts(success=265, fail=1490), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:33:24.0","2023-04-15 02:49:28.0",,,
203.95.198.239,32650,,,"[ProtocolDataType(type=http, port=32650, tls=true, autoRead=[false])]",,true,"Today Communication Co., Ltd",Cambodia,KH,11.558300018310547,104.91210174560547,AS135375,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4187, connections=ConnectionAttempts(success=171, fail=632), uptime=21.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=807), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2245, connections=ConnectionAttempts(success=177, fail=601), uptime=22.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1357, connections=ConnectionAttempts(success=158, fail=606), uptime=20.0%, visibleIp=203.95.198.239))",,"2023-04-15 02:35:04.0","2023-04-15 02:37:37.0",,,
203.95.220.33,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Mazeda Networks Limited",Bangladesh,BD,23.84830093383789,90.408203125,AS63996,"PerformanceConnectData(aws_NA=EndpointServerData(ping=897, connections=ConnectionAttempts(success=290, fail=2937), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=777, connections=ConnectionAttempts(success=93, fail=3144), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=645, connections=ConnectionAttempts(success=325, fail=2907), uptime=10.0%, visibleIp=null), ms_HK=EndpointServerData(ping=486, connections=ConnectionAttempts(success=265, fail=2971), uptime=8.0%, visibleIp=45.120.114.168))",,"2023-04-15 02:36:27.0","2023-04-15 02:44:26.0",,,
203.98.76.139,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[true])]",,true,"Univision LLC",Mongolia,MN,46.0,105.0,AS17882,"PerformanceConnectData(aws_NA=EndpointServerData(ping=762, connections=ConnectionAttempts(success=461, fail=2258), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=644, connections=ConnectionAttempts(success=83, fail=2653), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=699, connections=ConnectionAttempts(success=511, fail=2199), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=515, connections=ConnectionAttempts(success=421, fail=2314), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:27:46.0","2023-04-15 02:37:52.0",,,
203.104.31.155,32650,,,"[ProtocolDataType(type=https, port=32650, tls=false, autoRead=null)]",,true,"Dhiraagu Broadband",Maldives,MV,4.1666998863220215,73.5,AS7642,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3268, connections=ConnectionAttempts(success=193, fail=607), uptime=24.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=788), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3424, connections=ConnectionAttempts(success=206, fail=592), uptime=25.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3773, connections=ConnectionAttempts(success=196, fail=606), uptime=24.0%, visibleIp=203.104.31.155))",,"2023-04-15 02:37:02.0","2023-04-15 02:48:39.0",,,
203.112.134.74,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Yotta Network Services Private Limited",India,IN,21.997400283813477,79.0010986328125,AS140641,"PerformanceConnectData(aws_NA=EndpointServerData(ping=790, connections=ConnectionAttempts(success=137, fail=3070), uptime=4.0%, visibleIp=203.112.134.74), ora_UK=EndpointServerData(ping=519, connections=ConnectionAttempts(success=38, fail=3179), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=494, connections=ConnectionAttempts(success=166, fail=3065), uptime=5.0%, visibleIp=null), ms_HK=EndpointServerData(ping=418, connections=ConnectionAttempts(success=120, fail=3116), uptime=3.0%, visibleIp=null))",,"2023-04-15 02:30:07.0","2023-04-15 02:32:52.0",,,
203.115.123.163,9999,,,"[ProtocolDataType(type=socks4, port=9999, tls=true, autoRead=[false])]",,true,"Primenet Global Ltd.",India,IN,19.074800491333008,72.8855972290039,AS17426,"PerformanceConnectData(aws_NA=EndpointServerData(ping=657, connections=ConnectionAttempts(success=512, fail=2680), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=971, connections=ConnectionAttempts(success=123, fail=3074), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=497, connections=ConnectionAttempts(success=531, fail=2672), uptime=16.0%, visibleIp=203.115.123.163), ms_HK=EndpointServerData(ping=440, connections=ConnectionAttempts(success=497, fail=2721), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:41:56.0","2023-04-15 02:47:58.0",,,
203.128.71.83,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=false, autoRead=[false])]",,true,"Neuviz Net",Indonesia,ID,-6.173999786376953,106.81159973144531,AS18103,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2269, connections=ConnectionAttempts(success=170, fail=2429), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=834, connections=ConnectionAttempts(success=27, fail=2578), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4327, connections=ConnectionAttempts(success=193, fail=2408), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=5524, connections=ConnectionAttempts(success=180, fail=2432), uptime=6.0%, visibleIp=203.128.71.82))",,"2023-04-15 01:54:27.0","2023-04-15 02:45:24.0",,,
203.128.71.84,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=false, autoRead=[true])]",,true,"Neuviz Net",Indonesia,ID,-6.173999786376953,106.81159973144531,AS18103,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2387, connections=ConnectionAttempts(success=192, fail=2334), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=3919, connections=ConnectionAttempts(success=30, fail=2485), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3870, connections=ConnectionAttempts(success=184, fail=2314), uptime=7.0%, visibleIp=203.128.71.82), ms_HK=EndpointServerData(ping=3843, connections=ConnectionAttempts(success=183, fail=2317), uptime=7.0%, visibleIp=null))",,"2023-04-15 02:36:17.0","2023-04-15 02:40:37.0",,,
203.128.75.194,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false])]",,true,"Neuviz Net",Indonesia,ID,-6.211400032043457,106.84459686279297,AS18103,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4193, connections=ConnectionAttempts(success=202, fail=2385), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2468, connections=ConnectionAttempts(success=45, fail=2520), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4000, connections=ConnectionAttempts(success=215, fail=2376), uptime=8.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2089, connections=ConnectionAttempts(success=221, fail=2341), uptime=8.0%, visibleIp=null))",,"2023-04-15 01:54:20.0","2023-04-15 02:48:16.0",,,
203.142.77.226,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"BIZNET NETWORKS",Indonesia,ID,-6.172800064086914,106.82720184326172,AS17451,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2594, connections=ConnectionAttempts(success=434, fail=2200), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=9873, connections=ConnectionAttempts(success=67, fail=2553), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3263, connections=ConnectionAttempts(success=371, fail=2270), uptime=14.0%, visibleIp=203.142.77.226), ms_HK=EndpointServerData(ping=3925, connections=ConnectionAttempts(success=376, fail=2245), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:13:42.0","2023-04-15 02:45:54.0",,,
203.150.128.221,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[true])]",,true,"INEXT Broadband Company Limited",Thailand,TH,13.744199752807617,100.46080017089844,AS4618,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3022, connections=ConnectionAttempts(success=11, fail=2443), uptime=0.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=2445), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=5885, connections=ConnectionAttempts(success=15, fail=2429), uptime=0.0%, visibleIp=203.150.128.221), ms_HK=EndpointServerData(ping=3265, connections=ConnectionAttempts(success=12, fail=2433), uptime=0.0%, visibleIp=null))",,"2023-04-15 02:32:44.0","2023-04-15 02:42:58.0",,,
203.150.172.151,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"INEXT Broadband Company Limited",Thailand,TH,6.858500003814697,101.48650360107422,AS4618,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3887, connections=ConnectionAttempts(success=557, fail=3394), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2034, connections=ConnectionAttempts(success=136, fail=3841), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1671, connections=ConnectionAttempts(success=600, fail=3358), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=948, connections=ConnectionAttempts(success=593, fail=3379), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:13:32.0","2023-04-15 02:43:37.0",,,
203.153.97.66,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=false, autoRead=null)]",,true,"PT NettoCyber Indonesia",Indonesia,ID,-6.177000045776367,106.62840270996094,AS24207,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1531, connections=ConnectionAttempts(success=162, fail=1941), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=755, connections=ConnectionAttempts(success=16, fail=2078), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=583, connections=ConnectionAttempts(success=144, fail=1980), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=516, connections=ConnectionAttempts(success=148, fail=1979), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:02:24.0","2023-04-15 02:46:16.0",,,
203.160.61.104,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"POP Bekasi Cikarang",Indonesia,ID,-6.5945000648498535,106.78900146484375,AS24527,"PerformanceConnectData(aws_NA=EndpointServerData(ping=854, connections=ConnectionAttempts(success=58, fail=2727), uptime=2.0%, visibleIp=null), ora_UK=EndpointServerData(ping=710, connections=ConnectionAttempts(success=7, fail=2763), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=820, connections=ConnectionAttempts(success=71, fail=2721), uptime=2.0%, visibleIp=null), ms_HK=EndpointServerData(ping=480, connections=ConnectionAttempts(success=60, fail=2703), uptime=2.0%, visibleIp=203.160.58.194))",,"2023-04-15 02:14:51.0","2023-04-15 02:47:22.0",,,
203.189.142.168,53281,,,"[ProtocolDataType(type=https, port=53281, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=53281, tls=true, autoRead=[false])]",,true,,Cambodia,KH,11.558300018310547,104.91210174560547,AS23673,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3350, connections=ConnectionAttempts(success=443, fail=3513), uptime=11.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2962, connections=ConnectionAttempts(success=131, fail=3826), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4035, connections=ConnectionAttempts(success=445, fail=3523), uptime=11.0%, visibleIp=null), ms_HK=EndpointServerData(ping=5073, connections=ConnectionAttempts(success=467, fail=3497), uptime=11.0%, visibleIp=null))",,"2023-04-15 02:27:55.0","2023-04-15 02:31:36.0",,,
203.190.44.13,3127,,,"[ProtocolDataType(type=https, port=3127, tls=true, autoRead=[true])]",,true,"Jaringan Lintas Utara, PT",Indonesia,ID,-6.211400032043457,106.84459686279297,AS45317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2366, connections=ConnectionAttempts(success=114, fail=2242), uptime=4.0%, visibleIp=null), ora_UK=EndpointServerData(ping=3443, connections=ConnectionAttempts(success=26, fail=2326), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3239, connections=ConnectionAttempts(success=139, fail=2204), uptime=5.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3615, connections=ConnectionAttempts(success=142, fail=2219), uptime=6.0%, visibleIp=null))",,"2023-04-15 01:52:34.0","2023-04-15 02:42:59.0",,,
